,snr,res,m,mSigma,a,aSigma
45,70.93323863662097,0.6904073826056749,-0.08070533809544013,0.0029369049228383693,0.0027790902240813348,0.0011134061026226195
46,71.13930113448255,0.7599103365772597,-0.08588982108118803,0.0028848817657056046,0.008378598369226609,0.001080361657644166
47,71.87980074406097,0.8457010266251731,-0.10251328273048924,0.003018997709479695,0.010938679341684503,0.0010724006938458263
48,106.7385970388456,0.34874959968620683,0.007393235104856455,0.004735611725855534,-0.0377484809969737,0.0018375233930558556
49,109.3956002043101,0.42687985104931025,-0.025221849722615527,0.003759516896854548,-0.02093015965156574,0.0014452126324871568
50,110.27658076238947,0.49495047103045864,-0.0426133160200588,0.003239950327698856,-0.011854518535030723,0.0012325536996784336
51,110.60168201779562,0.5635472561616056,-0.054650220129225505,0.0027243629115053162,-0.005774206862818742,0.0010361792702479303
52,110.24760164250749,0.6353527040633604,-0.05630005506409452,0.002360254368332395,-0.002315067865298087,0.0008965903717162102
53,110.19725204512876,0.70807061091742,-0.06545505250721373,0.0021682527602578066,0.001538226486242059,0.0008280618324608462
54,110.83137260213051,0.7786175590315886,-0.06202148983884827,0.0021197383545562194,0.004731978514285906,0.0007955034486715779
55,112.33298371532031,0.862378798804027,-0.06321608288050509,0.002092240187502813,0.007107211348505425,0.0007455147885588111
56,163.65572422089602,0.4023850728474578,-0.015021667921049545,0.003125207605205193,-0.02569620557383189,0.001225637732886199
57,184.66190270784003,0.5035576773756407,-0.03325214580215197,0.0022633571301865127,-0.013333722093197276,0.0008831386638525959
58,203.92625553409408,0.5807954745164278,-0.04815479181134563,0.0019265893992089778,-0.006473332616147021,0.0007422056284134461
59,222.3419426178386,0.6502367549298039,-0.047259637214022654,0.0016393877649446852,-0.0030502045123849196,0.0006305709136118578
60,240.174750438058,0.7145058902246746,-0.04461285709663909,0.0015116152862327957,-0.0006272540119078851,0.0005778976473159422
61,251.4752748566395,0.7733680793950024,-0.04200610156516671,0.0014357841362291597,0.001598545119244399,0.0005478848318633139
62,266.4423025277591,0.8297403835561347,-0.03870855335033507,0.0014269615324134382,0.003979429420577052,0.0005325359485808315
63,293.7731246480649,0.8948183147091554,-0.03321747781360296,0.001419954626338726,0.004544724689309998,0.0005054486905498591
